track_id,track title,album id,artist id,artist name,track duration,track genre_top,track genres,track genres_all,track language_code,audio_features acousticness,audio_features danceability,audio_features energy,audio_features instrumentalness,audio_features liveness,audio_features speechiness,audio_features tempo,social_features artist_hotttnesss,social_features song_hotttnesss
197,Piano 2,84,127,Ed Askew,68,Folk,[17],[17],en,0.7737696606,0.5520261656,0.2513276736,0.5689758335,0.1107430793,0.0506325527,117.2470000000,0.4540900000,0.0000000000
198,It Breaks My Heart,84,127,Ed Askew,269,Folk,[17],[17],en,0.8814606250,0.4743341489,0.0350171505,0.9309336375,0.1047437663,0.0337121522,92.9510000000,0.4540900000,0.0000000000
199,Rimbaud,85,127,Ed Askew,263,Folk,[17],[17],en,0.3354814295,0.3902630916,0.0210673625,0.9375081467,0.0890456969,0.0414906452,60.3820000000,0.4540900000,0.0000000000
200,Baby Come Home,84,127,Ed Askew,194,Folk,[17],[17],en,0.8079393952,0.5854778619,0.4245642816,0.8904640175,0.1103075250,0.0391659925,142.5790000000,0.4540900000,0.0000000000
201,Big City,85,127,Ed Askew,210,Folk,[17],[17],en,0.5666584153,0.6690948047,0.0575404526,0.1213279874,0.1062701681,0.0513554685,188.9400000000,0.4540900000,0.0000000000
202,Palomino,85,127,Ed Askew,258,Folk,[17],[17],en,0.9903200573,0.3620137829,0.4860880871,0.8482693407,0.0939208446,0.5671853131,91.3200000000,0.4540900000,0.0000000000
203,Song For R,84,127,Ed Askew,195,Folk,[17],[17],en,0.9772037900,0.7488810231,0.1312602862,0.7658816688,0.1123659877,0.1340369193,101.1060000000,0.4540900000,0.0000000000
204,My Dream,84,127,Ed Askew,324,Folk,[17],[17],en,0.0781233043,0.7247998644,0.4309547519,0.0164872769,0.0708293033,0.0328616557,89.0320000000,0.4540900000,0.0000000000
205,What Crow Saw,85,127,Ed Askew,244,Folk,[17],[17],en,0.4764016998,0.4430167134,0.1683930193,0.9096679701,0.1500001484,0.0564209944,107.0800000000,0.4540900000,0.0000000000
206,Bella Crane,85,127,Ed Askew,141,Folk,[17],[17],en,0.7971096734,0.4839170861,0.0610006220,0.5976705772,0.1103475714,0.1910664132,103.8590000000,0.4540900000,0.0000000000
207,Piano 3,84,127,Ed Askew,96,Folk,[17],[17],en,0.9687853170,0.3987545091,0.3337205089,0.9306147173,0.2772027491,0.0400438008,112.9770000000,0.4540900000,0.0000000000
208,Safe Harbor,84,127,Ed Askew,273,Folk,[17],[17],en,0.6051765354,0.4528927820,0.2599074920,0.9652117881,0.0993548237,0.0757797720,78.1720000000,0.4540900000,0.0000000000
209,Safe Harbor,84,127,Ed Askew,328,Folk,[17],[17],en,0.8904984850,0.3164130813,0.0596131071,0.9133028781,0.1088080258,0.0387785138,133.9340000000,0.4540900000,0.0000000000
210,In the French Court,84,127,Ed Askew,184,Folk,[17],[17],en,0.8644036436,0.6928453265,0.1165388521,0.7517062673,0.1070393409,0.1236913826,126.6650000000,0.4540900000,0.0000000000
211,In America,84,127,Ed Askew,247,Folk,[17],[17],en,0.8975934040,0.2547157554,0.2716163948,0.9586166184,0.0804039563,0.0325248017,147.5470000000,0.4540900000,0.0000000000
212,When I Arive,84,127,Ed Askew,230,Folk,[17],[17],en,0.8004765473,0.4342176429,0.1831970950,0.9392859408,0.1225038362,0.0787960323,143.5290000000,0.4540900000,0.0000000000
213,Boute,86,66,Au,247,Pop,[10],[10],en,0.9738249915,0.3350584873,0.1258033776,0.9223461572,0.1105173637,0.0335835578,73.8950000000,0.4540900000,0.0000000000
226,W.T.M.,88,68,Bad News Bats,231,Rock,[25],"[25, 12]",en,0.9672503126,0.5768811269,0.3434554245,0.9634766727,0.1128069810,0.1054277397,111.9880000000,0.4540900000,0.0000000000
228,Don't Run With Pizzas,88,68,Bad News Bats,218,Rock,[25],"[25, 12]",en,0.9279495207,0.5170652010,0.1289927395,0.9014819652,0.2403801010,0.3963329322,114.8190000000,0.4540900000,0.0000000000
236,"Push Am (Left, Right)",93,73,Banana Clipz,309,,"[15, 92]","[2, 92, 15]",en,0.9333321724,0.6141929632,0.7112310951,0.8447467308,0.1543999131,0.5798972039,197.9240000000,0.4540900000,0.0000000000
237,Garbage and (Garbage and Fire),94,74,Barnacled,450,Jazz,[4],[4],en,0.9281708889,0.5530911896,0.3039368772,0.9542303232,0.1107517419,0.1074009854,110.0390000000,0.4540900000,0.0000000000
238,France Attacks,94,74,Barnacled,821,Jazz,[4],[4],en,0.2975406462,0.6249534283,0.1768836222,0.8158711569,0.0928226301,0.0551486222,114.8580000000,0.4540900000,0.0000000000
246,Referents,99,80,Bird Names,162,,"[12, 76]","[10, 12, 76]",en,0.8494241895,0.6947840274,0.2547169323,0.9581455137,0.1119720283,0.1139688424,85.4710000000,0.4540900000,0.0000000000
247,A New Map for Kissing,100,80,Bird Names,146,Rock,[12],[12],en,0.9936330021,0.4749581500,0.5908228338,0.9007898400,0.1396605534,0.2288491592,101.6370000000,0.4540900000,0.0000000000
248,Ghosts,101,80,Bird Names,169,,"[12, 76]","[10, 12, 76]",en,0.9551101640,0.5169835966,0.1136564697,0.0000012840,0.2087050381,0.7131848769,92.4900000000,0.4540900000,0.0000000000
249,The Indefinite Time Yet to Come,100,80,Bird Names,125,Rock,[12],[12],en,0.9452163221,0.2143460580,0.6419754173,0.9660182998,0.1110564782,0.0497727984,149.1700000000,0.4540900000,0.0000000000
250,Smoovebiz,101,80,Bird Names,214,,"[12, 76]","[10, 12, 76]",en,0.7657886575,0.6351690515,0.2122345242,0.8605564634,0.0854054974,0.0378685886,111.8070000000,0.4540900000,0.0000000000
251,Nobody Loves Me,101,80,Bird Names,114,,"[12, 76]","[10, 12, 76]",en,0.9363693247,0.5618753923,0.1422503769,0.5554748149,0.1115121356,0.0772406843,124.8080000000,0.4540900000,0.0000000000
252,It's Becoming a Stranger,100,80,Bird Names,173,Rock,[12],[12],en,0.8674526408,0.4619187079,0.4142781931,0.0148394587,0.2625170305,0.0957348647,87.0920000000,0.4540900000,0.0000000000
253,New Life,99,80,Bird Names,148,,"[12, 76]","[10, 12, 76]",en,0.9845692599,0.4600573448,0.0436136523,0.2380050133,0.1029931791,0.0397912552,118.8050000000,0.4540900000,0.0000000000
254,Masters Of Enjoyment,99,80,Bird Names,171,,"[12, 76]","[10, 12, 76]",en,0.9904914909,0.4525693560,0.0983624348,0.5763007833,0.1164767510,0.0646204003,126.2670000000,0.4540900000,0.0000000000
255,We Want to be Old,100,80,Bird Names,182,Rock,[12],[12],en,0.9479957866,0.6014608135,0.1412970819,0.9124040106,0.1091576349,0.0416562971,147.1780000000,0.4540900000,0.0000000000
256,Toggle,102,81,Black Elk,202,Rock,[31],"[12, 31]",en,0.9772815330,0.4688077411,0.1349752650,0.6876997510,0.1053807374,0.0731240339,119.6460000000,0.4540900000,0.0000000000
257,My Lil',102,81,Black Elk,146,Rock,[31],"[12, 31]",en,0.0208577087,0.1445689726,0.1010612372,0.3337912314,0.1429945491,0.0413287533,159.1500000000,0.4540900000,0.0000000000
258,Eyebone,102,81,Black Elk,384,Rock,[31],"[12, 31]",en,0.5486661313,0.4570068421,0.1816354350,0.0000080627,0.1303319789,0.1121453638,124.6480000000,0.4540900000,0.0000000000
273,Dildoughnuts,106,83,Black Pus,111,Experimental,[32],"[32, 38]",en,0.9767103587,0.5361508955,0.3306331562,0.8677543965,0.1192332245,0.2321736147,127.5050000000,0.4540900000,0.0000000000
274,Land of the Lost,107,83,Black Pus,192,Experimental,[32],"[32, 38]",en,0.9323145921,0.3408658801,0.2070934767,0.9274021819,0.1114197921,0.1779467526,82.6420000000,0.4540900000,0.0000000000
275,Swampus,105,83,Black Pus,167,Experimental,[32],"[32, 38]",en,0.9467052253,0.7303981651,0.0648847155,0.9449288108,0.1110939217,0.0580812118,117.6360000000,0.4540900000,0.0000000000
276,The Devilhellipers,104,83,Black Pus,186,Experimental,[32],"[32, 38]",en,0.7346685396,0.7243246440,0.3483298215,0.9583185193,0.1216797671,0.4130827657,134.0240000000,0.4540900000,0.0000000000
277,Kind Companion,105,83,Black Pus,282,Experimental,[32],"[32, 38]",en,0.0030567422,0.4466863670,0.2906038763,0.8116355995,0.0671584089,0.0472485617,120.3480000000,0.4540900000,0.0000000000
281,Juggernaut,107,83,Black Pus,346,Experimental,[32],"[32, 38]",en,0.9896635152,0.4639384550,0.3636116429,0.9190113762,0.1187396411,0.0376218451,99.3840000000,0.4540900000,0.0000000000
282,New Atlantis A,104,83,Black Pus,323,Experimental,[32],"[32, 38]",en,0.8591577208,0.8280920198,0.0893881921,0.9278832236,0.1089462728,0.4172201908,126.7870000000,0.4540900000,0.0000000000
284,Translucent Human,106,83,Black Pus,141,Experimental,[32],"[32, 38]",en,0.9901322166,0.5298784857,0.1981746414,0.9493585470,0.1336387826,0.0256587222,61.1770000000,0.4540900000,0.0000000000
285,Earth aint Enuff,105,83,Black Pus,234,Experimental,[32],"[32, 38]",en,0.9820757910,0.7846954695,0.1128294064,0.3883596480,0.1124419663,0.0780008377,126.2860000000,0.4540900000,0.0000000000
293,Berserk is the Best,106,83,Black Pus,311,Experimental,[32],"[32, 38]",en,0.7304257192,0.5203051614,0.2158911099,0.9417111339,0.1027320959,0.0442779197,117.6680000000,0.4540900000,0.0000000000
294,Magic Bullet,104,83,Black Pus,218,Experimental,[32],"[32, 38]",en,0.9901624362,0.3432189622,0.1278642817,0.8644878952,0.1083003700,0.0394545165,79.3750000000,0.4540900000,0.0000000000
297,Body on the Tide,107,83,Black Pus,373,Experimental,[32],"[32, 38]",en,0.3121697855,0.6449468693,0.1866121693,0.8554915947,0.3843382802,0.1586232738,120.0840000000,0.4540900000,0.0000000000
300,The Foot Is Stronger Than The Arm,106,83,Black Pus,192,Experimental,[32],"[32, 38]",en,0.9623766649,0.5878432950,0.0362375233,0.9291134343,0.1114325926,0.1315215171,64.8010000000,0.4540900000,0.0000000000
303,Splish spladdy,108,84,Blah Blah Blah,136,Rock,[89],"[89, 12, 25]",en,0.9945819959,0.2872470840,0.1491731812,0.8760399069,0.1057430504,0.0407558677,87.7880000000,0.4540900000,0.0000000000
304,Woo You,109,84,Blah Blah Blah,191,Rock,[89],"[89, 12, 25]",en,0.5925077434,0.4094418142,0.3176802608,0.0337615478,0.2058159442,0.0687030641,106.9730000000,0.4540900000,0.0000000000
305,Disney on Ice,110,84,Blah Blah Blah,159,Rock,[89],"[89, 12, 25]",en,0.8773193141,0.6500431077,0.0954973379,0.0091901599,0.0914814960,0.1750541980,122.3380000000,0.4540900000,0.0000000000
306,The Prime Four,108,84,Blah Blah Blah,129,Rock,[89],"[89, 12, 25]",en,0.9863801083,0.6128597187,0.1561102066,0.1045494579,0.1072890521,0.1985431333,109.2560000000,0.4540900000,0.0000000000
307,Out on the farm,108,84,Blah Blah Blah,205,Rock,[89],"[89, 12, 25]",en,0.9941105873,0.3622928504,0.4617045950,0.9396984570,0.3355502389,0.0277582267,71.2760000000,0.4540900000,0.0000000000
308,The Hotel,109,84,Blah Blah Blah,186,Rock,[89],"[89, 12, 25]",en,0.7455848324,0.3501649130,0.1420873574,0.7658236924,0.1110159062,0.0406713440,166.3170000000,0.4540900000,0.0000000000
309,Where are all the people,108,84,Blah Blah Blah,229,Rock,[89],"[89, 12, 25]",en,0.8635729006,0.2561784727,0.2607098190,0.9086626783,0.1371469922,0.0951913032,169.7320000000,0.4540900000,0.0000000000
310,Going Down to Soho,110,84,Blah Blah Blah,146,Rock,[89],"[89, 12, 25]",en,0.6372758449,0.3129760859,0.1164692389,0.5407334524,0.1017832597,0.0482104514,135.8120000000,0.4540900000,0.0000000000
311,Tropical Holiday Time,109,84,Blah Blah Blah,205,Rock,[89],"[89, 12, 25]",en,0.7156408908,0.7308891078,0.1578463539,0.9365707377,0.1113647497,0.2245479369,93.0350000000,0.4540900000,0.0000000000
312,Tropical Sheep,108,84,Blah Blah Blah,199,Rock,[89],"[89, 12, 25]",en,0.7098467229,0.4666063280,0.1686995859,0.8993777489,0.1086662404,0.0467729057,127.8980000000,0.4540900000,0.0000000000
313,Think Things Of You,109,84,Blah Blah Blah,142,Rock,[89],"[89, 12, 25]",en,0.4448217410,0.5611661929,0.7009123910,0.8172864485,0.1111111088,0.0364414460,91.0770000000,0.3162020000,0.0081550000
314,Daisey Chains,108,84,Blah Blah Blah,166,Rock,[89],"[89, 12, 25]",en,0.4363745429,0.5855487676,0.7829272197,0.8944279989,0.1421870722,0.0478933631,130.4640000000,0.3162020000,0.0000000000
315,Interference,110,84,Blah Blah Blah,280,Rock,[89],"[89, 12, 25]",en,0.4645081870,0.4935990955,0.5527492537,0.7363177088,0.1101167312,0.0551162693,136.2550000000,0.3162020000,0.0094170000
316,Itching in my pants,110,84,Blah Blah Blah,87,Rock,[89],"[89, 12, 25]",en,0.0007122859,0.2154546050,0.1549102816,0.9345856414,0.6341114836,0.2176269767,97.1800000000,0.1313850000,0.0610210000
317,Very Nice,109,84,Blah Blah Blah,198,Rock,[89],"[89, 12, 25]",en,0.0564462733,0.1415349017,0.9479761165,0.8967937883,0.6527797922,0.0849149480,105.2900000000,0.1313850000,0.1155010000
318,1-2-3-4,112,84,Blah Blah Blah,41,Rock,[89],"[89, 12, 25]",en,0.8445824165,0.1442165580,0.6275568390,0.8688011118,0.3860479906,0.0917104159,94.0350000000,0.3292670000,0.0000000000
319,Complete Shakespeare,108,84,Blah Blah Blah,156,Rock,[89],"[89, 12, 25]",en,0.6251363546,0.2199444847,0.1673668220,0.7644133367,0.3491046221,0.0559378948,74.3910000000,0.3292670000,0.0000000000
